,title,image,year,release_year,rating,runtime,plot,genres,score,Action,Adventure,Anime,Children,Comedy,Cult,Documentaries,Dramas,Fantasy,Horror,International,Reality,Romantic,Sci-Fi,Thrillers,media type
0,Booba,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABalgBMcXsar0ZcFUTktmC868_dbPKCWupWZaXNQ6eKbn9mNyg60IltJyBLStMBSEN5xLPKuIRUN-83Mrs3BHNN3wB-Q.jpg?r=226,2019,2019,TV-Y,3 Seasons,"The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings.","['Children', 'Comedy']",6.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,tv
1,Handsome Siblings,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQMm7A2Twkz76nuaezP5b_zaXH7bp4p7zXc-MsqlAj7GZvjnGZHUGyDpLjpnfOF1jaCwUXKqeUVwhl14k7q-N9f17IsodybO3fWfJ69bTzLW6-pV0SnNug2gbV5Gyn2w0xyFsc8rD91ME271b837FaQ-mDvBfg.jpg?r=da8,2020,2020,TV-14,1 Season,"Clashing martial arts twins face relentless villains, thorny romance and brotherly rivalry as their troubled pasts catch up to them.","['International', 'Dramas', 'Sci-Fi', 'Fantasy']",8.2,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,tv
2,Soul Eater,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUs5XtVA0Lx0laLM0o2-oQbddMwMcuvW170-79O5XYQ5U1RgsHZxK66umP_S0WPgSrh-FrL3Rzc-TfzRuAo61JuAi3o.jpg?r=600,2008,2008,TV-14,1 Season,"Maka and the other students at the Death Weapon Meister Academy must kill 99 evil humans and one witch, absorbing their spirits when they die.","['Anime', 'International']",7.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
3,Grace and Frankie,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSVdA3PNwvQiKIj2m9vBTkjq2uZ_gT6N08IBZ38fKQW0HltiLg75KEbSJkrBbjSzmdYPQV9X1Lw6PHFgSwU9mfjS75v3vIXfxPI76sf8YOuNu0wxsP0oC3Nx_P7kXKpUIqSmivicblK4Tuzjo-1jOu2EOJ6AZA.jpg?r=b57,2020,2020,TV-MA,6 Seasons,"They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.","['Comedy', 'Dramas']",7.5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,tv
4,Killer Inside: The Mind of Aaron Hernandez,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcwGqJS4z1IWpTo4UKc1tdAQ1ewAHU_hmTd1Xya0oaddtt9C3apDqrg_fTGXpR0Zf7gQxJmZNVEQGU7ToSsuw8om8C9x1v3n9tUjNM4dwxvktGbn7Um6WGRkj-x1.jpg?r=341,2020,2020,TV-MA,1 Season,"Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",['Documentaries'],6.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
5,PJ Masks,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVAfs2Qr3-i3ViDZep8H6F8_rqxZBB9VjlCUYmRTRCCboh-Rk3sMAGSL7FYnG51uwI3ot8YabwIPFNu9EvEEiR_3iCii32RwCrxFJvmaNynsIQl2fyzCqI7L3h8U2I6wTg.jpg?r=03e,2018,2018,TV-Y,2 Seasons,"Three 6-year-old kids who live normal lives during the day become superheroes at night, fighting crime as a team known as PJ Masks.",['Children'],6.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
6,Kipo and the Age of Wonderbeasts,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZEU2Lnqc0VnQJpEcCZfsAcBt0aRt8c-wVYA__r6Trjmbn2QYZwCVu6u-TKcdvEVyTYQoC8UM2tiH7E4vplpg1Va9lt7W3vf9uBu4CrZF3h5puHfor48lJuU_WQI.jpg?r=760,2020,2020,TV-Y7-FV,1 Season,"Making her way through a world of mutant animals, a sheltered yet scrappy girl learns how to survive – and get home – with help from her ragtag crew.","['Children', 'Comedy']",5.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,tv
7,The Ollie & Moon Show,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUR9k95fwdJqvucQG1t64J1hlGxRE3OqsOSFB_FC2lElZjgziHAc38x7muRIHrpleqHy0R6ukx1L-3MHPaZtMIniQVA.jpg?r=e35,2018,2018,TV-Y,1 Season,"Two quirky cats, Ollie and Moon, and their friend Stanley the snail travel the world, solving everyday problems and learning about different cultures.",['Children'],6.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
8,The Healing Powers of Dude,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABS8N5qmqVqQmVPc7DSpSRnC50au8Z8ctFF020s-HBoDuyQSmkoCUnxGWsnlNRcgxEnkx_Sl7elprfZLw5eYmVm1l6iA76m9apLPue6G7SNPiieGgWzhyOy-Ywy9p.jpg?r=51b,2020,2020,TV-G,1 Season,"When an 11-year-old boy with social anxiety disorder starts middle school, he finds strength in a scruffy emotional support dog named Dude.","['Children', 'Comedy', 'Dramas']",7.2,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,tv
9,AJ and the Queen,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdnC9P30fBhhUXYWnUsQ19vdgnUrw-QtbH0s1xbVqz_9zngi5XFuEgNjN9uLcY1BRiFy3pTtBNzHaxwvY1TDtPRfw-ruhew5TVo_d35LPPVbbc6umFu-aKuF7cCv.jpg?r=cc4,2020,2020,TV-14,1 Season,"While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.","['Comedy', 'Dramas']",8.3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,tv
10,Giri / Haji,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABf04rjPvvKVbbGnm-CRRDaVcqXGdsg5rvsTSbXeDqrR5LviOwwfHRjqKMl_bauuJpIXk8nv8aG2uV6uN5rIiM5WJIEJTaOLYXWY2RXaDptzpYBwm8E9jrYPKchfX.jpg?r=d1f,2019,2019,TV-MA,1 Season,Family duty sends a lawman to London to look for his mob-assassin brother as a yakuza war threatens to engulf Tokyo. Trust is even tougher to find.,['International'],8.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,tv
11,Harvey Street Kids,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABe0l9W-LYJkalf-U-TvuwoZaJRkKsAmSAM8-kVlAZDUIDvLNGndnTT_XuLj9dwvyvUUuEe84DPFJmhl7aJ-zFRSf6T7-ekcbsOTrBNUMINPtqVTScFpD4VmKBce91NzqZc2VguBKC2Dhqhiufd_TQ0Lybks7xA.jpg?r=66e,2020,2020,TV-Y7,4 Seasons,"Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.","['Children', 'Comedy']",7.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,tv
12,Jamtara - Sabka Number Ayega,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWPTt_902ezVAh6jffX9zEpziHxlHyPjwpRJQwS0q3fb0almVVyrcUL_BnD1sXABWi-ciRjw6o5uHNZ4yoC9Bj2msmoycBWEPnQFNlfTNe-uzbcnhDtgxrKo-d8i.jpg?r=a09,2020,2020,TV-MA,1 Season,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme – and a cop wants to fight it.","['International', 'Dramas']",7.9,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
13,Medical Police,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdxNxmCKoUqnc1OpsXYzGtTPXQe5oBN5BuJ6KKWgbP9J2JwUXwYooxK_jhUz_UvkXU70oq4Ghpk6b8tfRD9-xZqg2yvAVG32i_j32h3oK8JImJcXexwNNZt-n__I.jpg?r=c34,2020,2020,TV-MA,1 Season,Doctors Owen Maestro and Lola Spratt leave Childrens Hospital and join a secret arm of the CDC to investigate and destroy a deadly global virus.,"['Action', 'Adventure', 'Comedy']",8.2,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,tv
14,The InBESTigators,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRh5AkYmU1uvxAkC9xw6uOHkoM4IHgXHAtL55Y3VK_tVyYzd-IwakfSQBcHKc9MO-jI-_0TiOzL7WdE_cpJ7_Kko15eFCpr1HjAkSz3Xn-0a0I34Nu9yk3hf86NNvxpQHYPOB_srII9ItK5GNVP0aJXrlpOqIA.jpg?r=0a6,2020,2020,TV-G,2 Seasons,"Four clever school kids start their own detective agency and vlog about their adventures, becoming fast friends in the process.","['Children', 'Comedy']",7.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,tv
15,Until Dawn,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSVqakPFsontCndimhaz-XD5eJYw7i3bjWax2iupGnNg1r0hZ4PRoF9jRInewuiQjQgJazknn6kArb0bydACPoyy2KyvvzDKHmVM2w_XMNUiUvTEHebatfU9RGn1.jpg?r=e65,2020,2020,TV-MA,1 Season,France’s funniest comics carry out ghastly tasks as they try to outlast – and outwit – one another while overnighting in haunted locations.,"['International', 'Reality', 'Comedy']",5.0,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,tv
16,Zumbo's Just Desserts,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWhTZAGVMTmfkIOt0cypkAdCvnEc7wIq2rBSikrO113JBuPUVCbaVPbAnGwKgDYzr1Bn7Mk3q1t330d-lPehJy2Do_M88qlnEIyWH091ucfpUycwiwswihDs1VKXd9tkRUYZna5sycukIQod0EO7zvouA-W64w.jpg?r=dc7,2019,2019,TV-PG,2 Seasons,"Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize.","['International', 'Reality']",7.7,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,tv
17,Cheer,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeuS29vlHjnWIXWZlajlU5E89TOmdHPQ-koAf5JJIBGN3glEKTd3qwxqTv37IQmAVBtuuQJAH_WGJpRzl8mY2U-1D2gpUJ31zEdZDAzJb0PgikemfgJBcJyT8AYS.jpg?r=cc6,2020,2020,TV-MA,1 Season,This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.,"['Documentaries', 'Reality']",8.1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,tv
18,Dracula,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRp3y13ucwpsPSzGiV5qkBNkeeOf8iSsK-oRXXpFx0EGxmcMUtm0OgGVYHJzUWDQO9hfOIEbtBmefcVTTWEwo6crnBrg0rkTymaJ3Wu1V7gLdj9IYS-Z6mDxI8rU.jpg?r=667,2020,2020,TV-14,1 Season,The Count Dracula legend transforms with new tales that flesh out the vampire's gory crimes – and bring his vulnerability into the light.,"['International', 'Dramas']",6.1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
19,Go! Go! Cory Carson,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRPZYEAMlCY4bFzS6kSnk8BvWpnsu2Vm5o-fk8_0OEgTuQVs07esiTCfdlQomY9vUcys7GCdz5qZlI4lLTiJmveJsHvtZu-P9K1pp6buM5HwSYwi2QEQywo3wRA_.jpg?r=cf1,2020,2020,TV-Y,1 Season,"Beep, beep – go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills.",['Children'],8.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
20,Anne with an E,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTryOJmNAih_n2rgZAW6XHPFa5oKYO84ZQUBB0kIbEjnj9ZrV9KGoP6-D2Isddnm6lLGDwQ3Z4orkTPIv4Ti_C5hz1H9YzQ53TaiYZ5igRsJ6ojH-eFifZ8avs15aD3SRCmKMSA8fGsJKpzyu-Fn1diw9u_0FQ.jpg?r=7b4,2019,2019,TV-PG,3 Seasons,"A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables.""","['International', 'Dramas']",8.3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
21,"Sex, Explained",https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfGWLNwQFB4UJr8O7F_nE2ioTuN-_5RrcvIvqa4MnE6fPUUufqLe-W2mUlU1_5t5O5A0KRqaAK0OG2uBO5_FdMn5gHTM42rz7ODjehRW_Re9-8LcvDmTSJHMSZ8e.jpg?r=628,2020,2020,TV-MA,1 Season,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.","['Documentaries', 'Reality']",8.1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,tv
22,Thieves of the Wood,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABabsErXdmtMIpyg2XqKW8yVdCNbQwQrW74rlPlirOx3UMZbUMVKK9uuJWC_tRroiwHP0G1g3XzBJoIQTDkoPd7gRK9e11VXW5kAadWc8Xw4CpmdaYw3gf0CSb3AV.jpg?r=fe0,2019,2019,TV-MA,1 Season,Charismatic highwayman Jan de Lichte leads the oppressed and downtrodden in a revolt against the corrupt aristocracy of 18th-century Flanders.,"['International', 'Action', 'Adventure', 'Dramas']",8.4,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
23,Because This Is My First Life,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQ75bks70kj7mhyqI1We50_8RPLhcUZgc_6yJIgTzZ67scKf4QwGRMTa6BG-ReeLHf2ViC1TR9gVOUq_zRk_NwV3pjc.jpg?r=0f8,2017,2017,TV-14,1 Season,"Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.","['International', 'International', 'Romantic']",7.7,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,tv
24,Border Security: America's Front Line,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABS8QqKMKsiIZtTcIhkfKWNemLucVQPIS4FLiObljJi2w6cA7GjHa2D4GyYtxpcSvMGKWmigttpdzxOozcwX0nGwwPpM.jpg?r=a6a,2018,2018,TV-14,1 Season,This reality series chronicles the behind-the-scenes action as U.S. Customs and Border Protection agents safeguard the nation's crossings and ports.,"['International', 'Reality']",7.2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,tv
25,Cells at Work!,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABY8sHGRV6Gbef3QdL57K7cAHY1JF3chjTC-TpB8CQ_LCTZufN6llgJEt5Iotpgg2-aLk04Vnr8OuDjqplUHNhuxiHgY.jpg?r=0c6,2018,2018,TV-14,1 Season,"One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn!",['Anime'],7.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,tv
26,"Drugs, Inc.",https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTEIoWYJdI6qaSXupFeU2ltiTgHqIObkIi4m4e0HkUf78TTt5utTidvuy3nnR6p6MnriRS2l2XUedSW__OrKO_XmxGo.jpg?r=f53,2015,2015,TV-MA,2 Seasons,"This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption.",['Documentaries'],6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
27,Live Up To Your Name,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXmkCF6CX2-4jFwLOl4QSzOvJ4nrTxGWaYVEkLIVX2EubDsCqgj3ZwRr1ExV9NwEQGZJhVtCMThkRjy0uI1AePyi9Uw.jpg?r=dc8,2017,2017,TV-14,1 Season,"Pushed together by twists of time, a Joseon doctor and a cardiac surgeon overcome their 400-year divide as they learn and heal through each other.","['International', 'International', 'Dramas']",7.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
28,Messiah,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABa-M70U4H5OXNtG9CR27VqYd-1TfpKgQM4FkSIylThfnQX6to-nPBfYj0wUE6K73T4VNYffwVx90Y3Z-mpPRObR85qEJuzNV8ApwLmCTHc-ubefzfCQ4M3q_ORUM.jpg?r=8fb,2020,2020,TV-MA,1 Season,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. A fictional story not based on true events.,"['Dramas', 'Thrillers']",7.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,tv
29,Mia and Me,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVw2j3JjmjbwJIlnBpmabFQNf6GJfGniMRH0CFhIMf3DW281EPhyrYuMRi42AZVOGri-uBZo34AhHTqyVzBZFJk9mjU.jpg?r=e21,2017,2017,TV-Y7,2 Seasons,"A mysterious gift from her late parents sends 12-year-old Mia into an enchanted world of elves, unicorns and an evil queen named Panthea.",['Children'],7.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
30,"Nisman: The Prosecutor, the President, and the Spy",https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbJLeqHylkIX3DdG9Vjl8159NmvwYksBqZm39XBY_2UcYCqkdotQRnUtAVheU4G5nQyRscd4w-ruJz3akPfpNc-SpedWiMuQ7Esh83tYrUCyFWGUnxaHxn6c-15d.jpg?r=1a4,2020,2020,TV-MA,1 Season,"This docuseries details the suspicious death of Alberto Nisman, investigator of the 1994 bombing of the Argentine Israelite Mutual Association building.","['Documentaries', 'International']",8.8,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,tv
31,Oddbods,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXu-bF875o5EzlCInSrGrBBsT_y8za-79sTzsGReweKCqPDD5XyOo_kcnHMtTi51aoT3bGkIM-ycNz2nR-Ae2mhxI5Ga83AWJLQdJXswdGtgUc90iY5QRXL4jQ6uVYGV_g.jpg?r=431,2017,2017,TV-Y,2 Seasons,"Seven furry, colorful friends who live in the small town of Oddsville like to play, have adventures and get into all sorts of creative mischief.","['Children', 'Comedy']",6.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,tv
32,Reply 1988,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdsmbG1eGqkoiGVdd3GPARGZ10jXrOfkFAgikl4mNCG1ugfEMJRNpBF-finZcxGOu3Pkmkch5r9bJdFDD3ysqLQW97w.jpg?r=9be,2015,2015,TV-14,1 Season,Take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.,"['International', 'International', 'Romantic']",7.9,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,tv
33,Rurouni Kenshin,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTAsM40nQU97NkPpyYI3lRYRttb07kkCmF5d-fWnoMQvBTtVtju8iCQZyV2t67vVTXs4RsaWBTjB-hFJy4ZTPQyfvW0.jpg?r=10c,1998,1998,TV-14,2 Seasons,"A nomadic swordsman arrives at a martial arts school in Meiji-era Japan, where he lands in the middle of a conflict involving the opium trade.","['Anime', 'International']",8.6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
34,Saint Seiya,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQ2YUYSGQktxuFgioCVcMXN-QgwkkAAHvsqAF_pW5ws29HMWdYXEyVcrx8hc9qUK10n3iEZxB0zJwdj8udexfZgg6VEMjSkW5p_5Y77Q7-V1YAq_WgEWBAgw2lMuxjdExw.jpg?r=024,1986,1986,TV-PG,4 Seasons,A band of young warriors in magical armor vow to defend the reincarnation of Greek goddess Athena against evil forces and to return her to the throne.,['Anime'],4.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,tv
35,Save Me,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRP2j5TCQbCWproSF8COQXpgYL7q6gqsE-p-wdBfuLWkhUmYwU-cSWofkopliI8Jlk_bVEjdQvc9Umwegl-cwmIBr0g.jpg?r=280,2017,2017,TV-14,1 Season,Four young men come to the rescue of a former classmate whose family has been sucked into the clutches of a religious cult and its charismatic leader.,"['International', 'International', 'Dramas']",8.3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
36,Spinning Out,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUVoxQ9xzxhzR1ujcLoQkTyz2KxykpOtplcGx2wbyudvhicik1kaaHY4EV7HXiINLpVbzEKU2IK8TmC2f5GKJhEs1rw0CtgMjeeBo_Khroz9H2po-jDKgFoY3En_.jpg?r=f8d,2020,2020,TV-MA,1 Season,"A figure skating Olympic hopeful struggles to balance love, family and fragile mental health as her dream of winning takes a dizzying hold.",['Dramas'],6.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,tv
37,The Bride of Habaek,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaZ8GrubyA8CKqftk-Dmcp6fWMHuxSHq9uldD6uvcL-DAJme1FPim6lYVrKduP-nJ0qOP15ElUyZwVhnDagsQX7NlBs.jpg?r=584,2017,2017,TV-14,1 Season,"When a quest for divine stones in the human world goes awry, the water god Habaek seeks help from a psychiatrist predestined to serve him.","['International', 'International', 'Romantic']",8.2,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,tv
38,The Circle,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABciPNYqLKHFgJWusDV3l98DKWMpzxFCU_ACZPN1QS-gPR5Uhuzrd5jxiDfQbQAZqcCcctm0jxDBYPuGbAn9ITXXaSoO2rVvt3PKLTngvvXofgS56VIRF8h2niRKo.jpg?r=88e,2020,2020,TV-MA,1 Season,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",['Reality'],5.9,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,tv
39,ARASHI's Diary -Voyage-,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRIgdXasT1GqfGGpyd88zk0UZwqT331elIxUU3TEkT-gyRN1WfvQhT-DFCHhWBjabe8Ob1YU9yYvixZlFY32xU_A0AeO_UPnsRXVsd8UWSsbbGNSjNceHOHJlKvN.jpg?r=ba1,2019,2019,TV-PG,1 Season,"Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.","['Documentaries', 'International']",6.4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,tv
40,Good Girls,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQuZfVM50q0bN86OOZCwyNtxlPSE1Bg86Yi2eVFeeU58cb-4WETde8nmHDBwQftMkFZ5ieUMW9LNNMV-CU7LDzq_FCk-7taNiiSdA8f3rSAx_KDGF1Vr64_ZNefDeB5jCw.jpg?r=f16,2019,2019,TV-14,2 Seasons,Three suburban moms orchestrate a local grocery store heist to escape financial ruin and establish independence – together.,"['Comedy', 'Dramas']",8.3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,tv
41,Occupied,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWvgYX-3sksT4kcqjeH6Wb3Mg_ewXfTSCQNkoggm4zgiPAU83YeiwHxASr2KZF5MSzpLaT1CbZvKcRJTf92_B4XdNUxR-EeTjwte5Uz5wd8q-NGxc7xz91qwrxKtjYAMuw.jpg?r=4d1,2019,2019,TV-MA,3 Seasons,"In the near future, Russia initiates a ""silk glove"" invasion of Norway to restart oil production, but soon uncertainty, chaos and danger erupt.","['International', 'Dramas', 'Thrillers']",6.8,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,tv
42,Rainbow Ruby,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTEapHjlNNBqOFx9hu1FRurGK6GoWWXG-lZD9f-6-N1e5aHc68gtgVn9QgLfos9dur1uRs1iG2eTY8CBgX80B16ybSo.jpg?r=2c5,2016,2016,TV-Y,1 Season,"Ruby makes magical journeys with her teddy bear Choco to Rainbow Village, where her toys come to life – and where there's always a problem to solve!",['Children'],5.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
43,Robot Trains,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSKhN4CDBloGFkhU8I8tKlJJ0OzRewMxcQr54ntFmSseB05RN1I23mWr_w3Ey82DajQJErKF16CpA1VFVFWvQlvc6X4.jpg?r=21d,2018,2018,TV-Y7,2 Seasons,"Keeping peace and safety in Train World is no easy task, but for five trains with the power to transform into robots, every crisis is an adventure!","['Children', 'International']",6.3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,tv
