,title,image,year,release_year,rating,runtime,plot,genres,score,Action,Adventure,Anime,Children,Comedy,Cult,Documentaries,Dramas,Fantasy,Horror,International,Reality,Sci-Fi,Thrillers,Romantic,media type
48,Cloverfield,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABb64z_L-CVs2Aqc8-60CPBQLTJT0iifzhhNbP2pOq5ToglolyLcKH0dJUIz7I10ta1FpaOdXcejtCjC7MDI4cXcb2a4.jpg?r=ae8,2008,2008,PG-13,85 min,A going-away party in Manhattan is interrupted when a mysterious monster of epic proportions launches an attack on New York City.,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Fantasy']",5.5,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,movie
49,Coach Carter,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVrp58oWo8LB8ViV1IIChfNzdakO9bLuD1lC8ZhmSXUOMykxN12bDOTvh5jc23PMWjr1kp0_lZbCz6v2U1vtVG_A_Ho.jpg?r=33a,2005,2005,PG-13,137 min,Controversial basketball coach Ken Carter puts school before sports and benches his undefeated high school team for poor academic performance.,"['Dramas', 'Reality']",7.8,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,movie
50,Dinner for Schmucks,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABavRF9nLIcQBKc_eAAQ31k-hiaQjmveGqcoy8Un_ALXkzWdLxAAAolXgK6GehrY5oac4DjHJUxsHCcwXVkW9abIDRds.jpg?r=315,2010,2010,PG-13,115 min,The host of a dinner party invites his friends to bring the saddest loser they can find. But the ultimate schmuck turns everyone else into the losers.,['Comedy'],6.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
51,Donnie Brasco,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSnLGTX9t-k-h8WxFvgRy4thtZAyvW3YgsKIpg0Cu52dR3M_scgUmyHXrCir75d3wZCgmUgh6rrmr3cZ4uWpdA84_rA.jpg?r=da4,1997,1997,R,127 min,"When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.","['Dramas', 'Thrillers']",7.7,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,movie
52,Dragonheart,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZoRf8xHOWf9M4SJtHeZIJKrN50NZ0_55MTVSs0GesGcJpsPZBRcjkFA7V7n-qkNoEEOzX8pdJ15cA8P93USHXZb-pU.jpg?r=754,1996,1996,PG-13,103 min,"In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",4.5,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
53,Dragonheart 3: The Sorcerer,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTmTzD4f31VVcwGo_C39tYIhtbTjcdrB1laqvBnNgcZL9EKA3kPaqkNXkaOblXKl7bkhkRW2PHNnddbOMWLkEoW_Zsk.jpg?r=c82,2015,2015,PG-13,97 min,"When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",6.5,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
54,Dragonheart: A New Beginning,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABT3AuBebHYQgt3jKkERqx1cOxvwsERP2WnSVWcIVa_Q6jlo_R8gqhJi2k_pvaehZAk-KyIX2aayD41NFWMlhzYhpzkY.jpg?r=d2d,2000,2000,PG,84 min,"This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",6.5,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
55,Event Horizon,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABagblD_cCEc3c0fUA4YU0bzQL9SzHymAq4HbmcVUnuJUzD-5a-BYE9wRvlytIp7-r8F2sIuQJHG5luFkKWcZpgcBsDk.jpg?r=8bb,1997,1997,R,96 min,"After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened.","['Horror', 'Sci-Fi', 'Fantasy']",5.2,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,movie
56,Fall Girls,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQg7ga4mDCa6TkiUfkp5pHBvRuzoyLEOm_wh9Idt8f7v1yU3z3oBl8gsJ3aAz4LkmQ3qgX1dp-FIDqADc4zKRWtjsug.jpg?r=2ec,2019,2019,TV-14,80 min,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal.",['Comedy'],5.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
57,Final Destination,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABadFzFXO1CdhvUyUFovjdD047tH2bqahtulGu2j3SaiGKNz9Yjiw6ukJDmMRFi2lsi3soU8J6BzuWgdMRliw6-UVgo4.jpg?r=7c8,2000,2000,R,98 min,"After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated.","['Cult', 'Horror', 'Thrillers']",6.2,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,movie
58,Final Destination 2,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbGnKCpFqFcztWGLNpusoDCL1GBhDgYA_nzbvf36ntJbJBkdonHXo0-9tSEKHYqAUxxy9XwAv_TpCH3p340sFAawA4w.jpg?r=23d,2003,2003,R,90 min,"On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help.","['Horror', 'Thrillers']",6.7,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,movie
59,Final Destination 3,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABalbBnU0A0YEr2jePe2Ox0vtBwOMHbhf3g5oQlmw7fDLeB8moOvrHRqZ9vbZP00rUQE4t8CMF_tRPguO1NPbVHB5zBw.jpg?r=3d7,2006,2006,R,93 min,"When a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death.",['Horror'],6.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,movie
60,Free Willy,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXPWIrc7w0G-D4LmcPPRMR-QWF9qNyi8X96wYFcnHSZaXFTKy7yvwTHnvbI5-nQYh8Xt33rbtfjqK2UL7jA9_ombod4.jpg?r=141,1993,1993,PG,112 min,"Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit.","['Children', 'Children', 'Dramas']",7.1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,movie
61,Friday the 13th,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWpaGU_rQoyJBQHOI0PJoGbjQhAdcD6DLz149DI7H3MjzhzmhS_SkB_DrX11wO9heHJAK_nKwX8fJlTk-Nu3ZuE0kbQ.jpg?r=43c,2009,2009,R,97 min,"A group of teenage camp counselors raises the ire of Jason Voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick.",['Horror'],6.3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,movie
62,Garfield Gets Real,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeniAg11eJ2pFjKfr_5fswSLuL6hg9Z-DGy6Eq4FNHelKa8pI0stPW-F2p083bO52XkFIJVIlngYrF2opGxUuR4JOZQ.jpg?r=708,2007,2007,TV-Y7,78 min,"After trying to live in the ""real world"" and concluding it isn't for him, Garfield must return to his comic-strip home before getting trapped forever.","['Children', 'Children', 'Comedy']",4.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,movie
63,Garfield's Fun Fest,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaUVP8nsQbn_F0G19EUpiXSiTCzWfbaGaZgdISZZYk7-aiWQNSunGPd_rBG8WFY0fLPJ_4vVIq4tj19xH8MlYATZniQ.jpg?r=954,2008,2008,TV-Y7,79 min,"Garfield has long been the champ at a yearly competition for the funniest comic strip. But this time, Garfield must battle tall, handsome Ramone.","['Children', 'Children', 'Comedy']",4.1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,movie
64,Garfield's Pet Force,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcpRwmKzTGVLFQuP-F9_uet-jB7BW-u5_dBvNGUXud3r4m7jJChLFnmcfeTXQ-oRakcbiMHTYsv6lp64q59mwkzlZik.jpg?r=abe,2009,2009,G,78 min,"When an alien menace and her army of undead minions threaten to enslave the world, Garfield heads a team of comic-strip superheroes to save the day.","['Children', 'Children', 'Comedy']",4.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,movie
65,Ghost Rider,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYyK4ymv7YLGF_mZdLgp62E-RTwO7mD6oolsCeWE0aVlewUvuOFpGtDlw3o9ZVbrKNpvGJfFJOkW8H_Kk6DtL19jP6g.jpg?r=d9c,2007,2007,PG-13,110 min,"Stunt cyclist Johnny Blaze makes a bargain with the sinister Mephisto to save a loved one. Years later, Johnny gets the chance to reclaim his soul.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",6.8,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
66,Ghost Stories,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbGLPF576hebirwncYD49PLrQ1guA5xGVGbzm9RKDiEOY68TLTcqLEKAleBY9TS-HwrrO3rPftNIBfpyLEXSiQUJEe6FT2kodCRjNNuiIiehAR6zCmmauDpULx2v.jpg?r=5bb,2020,2020,TV-MA,145 min,"The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers.","['Horror', 'International', 'Thrillers']",7.9,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,movie
67,Godzilla,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcAOSknaoU2ndyi4iRBArlY6N0GTTenR_8sjgSHppt2_dR_H7vnm8jbZo_BX2i05itQR5gULC9sQ4m_FLqdi6yQdiiQ.jpg?r=73c,1998,1998,PG-13,139 min,A team of experts – including a biologist and two scientists – must stop an oversized lizard from destroying all of Manhattan.,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",7.9,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
68,Hairspray,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABexF7TVyIeP2hpRq1VBL4WFReGbkNJWxiNlG5qz2-cS6ECfszCR8xP_78BXFkbKomCZg2W_CPZ-U4QXkdsH61pmHXFo.jpg?r=e36,2007,2007,PG,116 min,"In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.","['Children', 'Children', 'Comedy', 'Reality', 'Reality']",7.2,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,movie
69,Harold & Kumar Go to White Castle,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSmxnVxGs6miokKwsj6eYF7I8R6kEPYZ9I5st-KbHAdO6JB4OLviKma-Z19OSIAwpQbcksoG_3N7tH-h0bIhLtCzDgA.jpg?r=c5f,2004,2004,R,88 min,Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.,"['Comedy', 'Cult']",5.8,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,movie
70,Hitch,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABekcSQohtInD6UsgZcdEY8batwZaAHDOmx_tLwL-vS4TZ7vk0an69B8sz1LTSVVR-G4LKzlQuL7KOt4ImpqvVGvLHnM.jpg?r=b09,2005,2005,PG-13,118 min,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business.","['Comedy', 'Romantic']",6.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,movie
71,Hunt to Kill,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYayuRkNLq6o9PUAtwEZqHcrh4mevSL-uIjWaai57TQ_V8hpfarq4kKuVhFl-Stg-NVYYn3v-9CgqTMnydg6Sqkdr38.jpg?r=38e,2010,2010,R,97 min,U.S. Border Patrol agent and deadly hunter Jim Rhodes takes violent revenge when a group of desperate thieves kidnaps his daughter after a robbery.,"['Action', 'Adventure']",6.5,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,movie
72,Inception,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWP3ZJlt6dGmI5i6KZiXI5UNMMPkySU3yiTdbalVwNqf8mnpQHDby84UkZjlms7Vt5Xv67kX38pUFMgJsKZe6dGomDY.jpg?r=bd6,2010,2010,PG-13,148 min,"In this mind-bending sci-fi thriller, a man runs an espionage business built around entering the subconscious of his targets to mold their thoughts.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy', 'Thrillers']",7.4,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,movie
73,Instructions Not Included,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQCtLurpxKqNOUXOXOgcSJ1se5-j-U6jvtpkI5UzvWqoYmohlIZi-J0DsdQyTXzHc2w0zEPWs6GB90I-D7pFqacIiFo.jpg?r=1ff,2013,2013,PG-13,122 min,"Unable to locate the elusive mother of a baby girl left on his doorstep, an Acapulco playboy unexpectedly begins to develop feelings for the tot.","['Comedy', 'Dramas', 'International']",7.6,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,movie
74,Jeff Dunham: Unhinged in Hollywood,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRyTMIIL4eUKI6mEjTzTfgqXdHSnCHWhwI2EIUH0WObeYslepH3qdvUEV55q_72YOGeuIhbnpn7FpgfMwMl5y0U-6mY.jpg?r=094,2015,2015,TV-MA,71 min,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.,['Comedy'],6.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
75,Jimmy Neutron: Boy Genius,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWm2oFJWfLasBDbyk-Bgy9yjhSnbU_fqiFfSbbhDqxZVf716JO4VhKzL4aJPQMRrTn5cpkXaS4IXSytRWKfkzcLQxHQ.jpg?r=361,2001,2001,G,83 min,"When gooey green aliens kidnap all the adults in Retroville, it's up to 11-year-old Jimmy Neutron to come up with a plan to rescue them.","['Children', 'Children', 'Comedy', 'Sci-Fi', 'Fantasy']",6.2,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,movie
76,Julie & Julia,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABefuTcHDzHN4CECcxsSKKQxW6xjgwAQoX8KcMFENqJDpdz-N6zHmrEjGCpbMPfWKHYop23aAfDiJEzqYgFby6wYRZmY.jpg?r=a76,2009,2009,PG-13,123 min,"In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.","['Comedy', 'Dramas']",7.5,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,movie
77,Kate & Leopold,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVLofRgidTKKgw2zzmab2YPDGzXB4R5LPd_6__8gZ7MjYoPVN-BQQescyP2hKAy5KKN5w1W41FsA0Ts_UCdFbysOBr4.jpg?r=c0e,2001,2001,PG-13,118 min,A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.,"['Comedy', 'Romantic']",6.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,movie
78,Kill Bill: Vol. 1,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABa-HDR1EnOEqcBNkMn9TJidSSTXKM7WpBi_5xPrPEIlFgHazVJbXyMecaeHvmoOuOqGcyXi2v1EfMqipRjt0BIiH4-Q.jpg?r=47d,2003,2003,R,111 min,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.","['Action', 'Adventure']",8.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,movie
79,Kill Bill: Vol. 2,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABX8uUq3NQ4EksSqFoc-oVoEPrDryCVadwRLwwdvWMP_m5i6bW2mNWc1Raor241h4aQYXw2IenkrWR3RNEGxHVnMX28c.jpg?r=73d,2004,2004,R,137 min,"The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.","['Action', 'Adventure']",8.1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,movie
80,Kingpin,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSMMEzNo0E-UrMTK5_cunFzJWQSylha5qwi_WsxBYmCfb8SKigsRHhjtntqS7caolWWLdtPIT7PuNFHVPj7bdw0LiDE.jpg?r=7ea,1996,1996,PG-13,114 min,"After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael.","['Comedy', 'Cult', 'Reality']",5.5,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,movie
81,Kiss the Girls,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSDB9f1aa2c96u4b3QH2q4SSuVjGQUUzs-b52Fyv0MzTT5GhSxMh9qRsZgXh5B_e2WdD7TarG00hkqHNVFFblx9QPWs.jpg?r=4cc,1997,1997,R,116 min,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.,['Thrillers'],5.8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,movie
82,La Bamba,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZx01MQvsDXb24LYa7b9TZY5hf2ckNBtyL1Vg-0JmHggVo_F60HB4QBmIjJLcMTaR8Hz6j9tt5A9Gc-TCk73PsBHhBs.jpg?r=c5c,1987,1987,PG-13,109 min,"The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.","['Dramas', 'Reality', 'Reality']",7.3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,movie
83,Legend of the Guardians: The Owls of Ga'Hoole,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVh8l-zz49Q9rRwDvWqvtwNqEX-71rxmXJf5JlUe4UX9mxk74QUqhuMqSMHuFKPhKi5rIy6c8HhWszrTAZz3tVw3Qbs.jpg?r=f62,2010,2010,PG,97 min,"Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier.","['Children', 'Children']",7.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,movie
84,Luccas Neto in: Children's Day,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWrZ-ZNsB4fu6bXPQYqY6mxxxkyOVWmW00K5dhxy-QH1-XnhuaO-IgeN4lINp-p2-MNnLAZQVl0xe4K22XVQs77Re10.jpg?r=cb4,2019,2019,TV-Y7,81 min,"When Luccas Neto plans a big Children's Day celebration, an unexpected threat at school puts the party – and his friends – at risk.","['Children', 'Children', 'Comedy']",7.2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,movie
85,Magnolia,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfNi0dBuy29-AArDDaTkdxlcTsMwXbk60Ymq4n497IFgZrXLb1HrgGWRNQvhtQMFZHPyZ5xLtlFdQveKWICdGINtj84.jpg?r=3ec,1999,1999,R,189 min,"Through chance, human action, past history and divine intervention, an eclectic cast of characters weaves and warps through each other's lives.",['Dramas'],7.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,movie
86,Mandi,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWldxcL6LMQWHFUo5uvxLVaiXM8nkntr2O8j73cwbQRRQapsCMlY6hio0zgpkSewcy5ruUqVzEYaXTZkpLGpxbhuJpY.jpg?r=284,1983,1983,TV-MA,155 min,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad.","['Dramas', 'International']",6.7,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
87,Mansfield Park,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaGPKFxdOoPx_7h0VS5xP4Ww0Be5vwozinOLDXxXZ6d5JY0XeQCfY0PnKU7mIcZts_YeY4kOmuFbFqEXitKEzWDEIp8.jpg?r=f11,1999,1999,PG-13,112 min,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.","['Comedy', 'Dramas', 'International']",7.8,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,movie
88,Monster-in-Law,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcdzxDERGvsZkhz-hfzPKxmztQso67zBQreBc4MHy23gS1XEktZCdep8P6Q5U6Wfm_vyd1fbkwzyiKV9PJFlAZW8kFc.jpg?r=b3d,2005,2005,PG-13,101 min,An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.,"['Comedy', 'Romantic']",6.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,movie
89,Moon,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABU3UnjeHlR7ITwlEXAfn3or9yOvD3XvQWDpHqR6HcCBlbikEnLhhpzFyo9CLAUHorPYDkrB8Y9OFFwnIvrSBCg-Jy6c.jpg?r=d91,2009,2009,R,97 min,"As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things.","['Dramas', 'Sci-Fi', 'Fantasy']",5.5,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,movie
